,0,1,2,3,4,5,6
0,-17.48640678450418,18.017860195292236,-5.153002098029783,1.1537095324684583,3.71663036522447,-2.765480132571102,0.7776104197881334
1,-17.91607401257805,17.867209624501175,-4.260386694012078,2.2496180156832875,4.48778599329704,-2.6961072350195523,0.6719365798110405
2,-18.003043767574084,18.035457587726153,-4.185915460861256,1.1133293198129153,3.094748822880808,-2.7652370936472264,0.7579786754479992
3,-17.572619572103825,17.54418930528801,-3.465733953008831,1.2396232559986642,2.8275909903403234,-2.2152669293355527,0.6852609327609087
4,-17.248655668624814,16.87025523130376,-3.036868075238291,0.8094871939391374,1.816542960772356,-1.9379577219983923,0.6950804864500149
5,-16.647316752346153,15.876843098352476,-3.010693063997996,-0.05138376557420526,0.7536485333858356,-1.1167090436029372,0.9090524540883229
6,-16.17989518881,14.975321965807737,-3.0642305323894656,-0.5259899240385341,-0.35924078308345275,0.0014834753649704156,1.035040347791569
7,-15.509997521904305,13.874947475384012,-2.4623009647731866,-0.21481328775029424,-0.6721917874060578,1.262904520571339,1.3812534219090804
8,-15.20442959401813,12.676031995012735,-2.2794049605603424,-0.9156798196564582,-1.1828887812980027,1.4417011658904157,1.1971755010827168
9,-15.401090815992662,11.785398163032262,-1.2858518556953797,-1.9437884819375075,-1.9074348276486028,1.3648640626517794,1.4597235316548287
10,-20.342099759142474,2.8248335703144747,2.5642055078193535,-0.2837674800559908,-1.9676253005572117,8.415686341345875,-4.185261995445383
11,-19.849473202134483,1.4201080452555979,3.3659618394643718,-0.819118040768693,-2.8742650670730034,6.842515412131452,-4.368807902136068
12,-19.99013657047993,0.02591077020655633,2.99188162151048,-2.9513627992770846,-4.62473845107508,5.599989541283454,-4.733279668332315
13,-19.918006418850908,-1.0335936292805639,3.7459597141959153,-4.082840260811628,-5.585905809021127,4.142077206836747,-3.8254596192503882
14,-18.87210129532431,-2.405485372909982,8.811300706019743,1.0475645592656426,-4.583192368642252,4.54784189597099,0.6213141985745133
15,-17.67784609647329,-3.4422528184645227,10.64451230941744,3.4578877923002644,-1.875161995110149,3.5708688792249044,-1.1705401430540283
16,-17.37492808172053,-4.723936628426874,7.38125813063852,-1.0621911865086966,-3.227081740240497,-1.0900814888043948,-2.8151558582803626
17,-16.833381407538454,-5.653654036475579,7.069695744957769,-1.459943284006981,-5.055482104066576,-1.5511997812697786,-0.6645544344539306
18,-16.16668021184025,-6.5865471435767295,5.531672494923793,-3.490786688782972,-4.941482888276213,-2.239955949144059,0.37265552426776183
19,-15.439878216800084,-7.667242390627148,7.253406246255094,-2.070623992342865,-4.30092697270102,-2.776182346866676,3.8018851145270256
20,-13.890124291211063,-8.399911003080224,9.695209862174401,1.8368437130441242,-1.4321613347700148,-2.105191237835638,4.9560932086559815
